file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Plastic briefcase opening and closing.wav,Low clicking occurs and is followed by low crunching and tapping,A person is shuffling through drawers and cupboards in a kitchen.,A person is very lightly trying to crack an egg.,a person shuffling through drawers and cupboards in a kitchen.,A low crunching and tapping occurs after a low clicking.
loud_japanese_diner_full_of_drunk_people_120-90surround.wav,Dishes click and clack in the background as a crowd chatters indistinctly.,several people talk and plates and silverware clatter,Plates and silverware clatter while several people speak.,Many voices speak in the background followed by rattling dishes.,Silverware clinks and clanks against ceramic plates while many people eat
Birmingham-erdington-canal-hotel-extractor-fan.wav,Machinery idles for twenty two seconds over cars travelling in the background,A machine is humming softly in a medium pitch.,A large machine continues to work inside of an empty factory.,Low whooshing happens after a loud honk occurs.,"Machinery whirs loudly and steadily, remaining constant in intensity."
atmosphere_near_bridge_0110.wav,A loud whooshing occurs followed by several clinks and shuffling,A windy outdoor location with some people moving around in the background,Some clicking occurs followed by some light footsteps.,Some clicking occurs before being followed by some light footsteps.,Objects clank against each other while cars drive by in the distance.
subwayleaving.wav,"The brakes of a train screech as it slows down, and then it travels on.",A train is rolling by while it is hissing air out of the brakes.,An engine is revving up and metal is chinking against metal.,"The brakes of a train screech before it slows down, and then travels on.",a rumbling train screeches then slowly starts to move
footsteps on wood.wav,Someone is walking on a wooden floor wearing loud shoes or heels,Loud tapping becomes more common as time passes.,Firm items are being banged together creating multiple low sounds.,A person walking around in loud shoes or heels on a wood floor.,A rhythmic dull pounding continues while a woman sighs.
campana.wav,Children are playing and car motors are audible as a bell sounds at regular intervals from a distance outside.,Church bells chime in the distance of a busy street.,"A church bell rings in a crowd, then a loud motor passes by, a steel door is pushed up.",A bell goes off regularly in the distance outdoors as cars rumble and children play.,Children are standing below a big clock  talking as it chimes.
Omsk_Victory_park_8.wav,At a beach grown ups and children play in the waves of the water.,The children and adults are having a good time laughing and screaming while they play.,"Children and adults are playing, screaming, and laughing as they have a good time.","As children and adults splash in the water, they laugh, chatter and shout.",Grown ups and children are playing on the waves in a beach.
Nail File.wav,A quiet scratching is occurring and is followed by scraping,A quiet scratching occurs and is followed by scraping,The nails are filed using a nail file.,"Several loud scratching, sanding, and writing noises in a row.","Several loud scratching, sanding, and writing noises were made in a row."
Trafic a Tanger.wav,The murmur of a crowd and a car horn and engine.,Cars are honking and people are talking to each other in the street.,A crowd of people  talk and car horns beep as a whistle sporadically blows,"Several people chat, various cars honk, and a whistle blows occasionally.","Some street noises were a car honking, an engine, the whistle of a police officer, and some voices."
Synth.wav,Sustained high notes are made while science fiction sounds occur during the note.,An electronic keyboard that played one long note.,Loud instrumental music plays all throughout the space.,"In the foreground, a tone plays in harmony while a faint noise whistles in the background,",An electronic keyboard is playing one long note.
coindrop.wav,Coins are being tossed and clanked repeatedly onto the floor.,Several coins and other metal objects were falling on the floor.,coins being tossed and clanked repeatedly onto the floor.,Small objects are being dropped and are reverberating as they hit a table.,Coins are dropped one by one onto a surface where they spin and clatter
Wind 1 Loop.wav,A loud whooshing sound happens and gets quieter before it gets noisy,A vehicle of some sort passes by every few seconds.,A loud whooshing occurs and gets quieter before getting louder,Cars drive along a highway on a windy day.,Every few seconds a car or truck passes by
Sand Hill Cranes.wav,A high pitched sound repeatedly comes out of a toy.,A chirping note is generated as a rod is slid across a smooth surface.,A bird pecks and chirps at a sporadic pace.,A toy makes a high pitched sound repeatedly.,A bird is singing and its call is echoing off the foliage of a forest.
